features,likelihoods,n_points,overlap,range_lik,e_tau,has_mean,has_range
"day: mean, range; night: range",mean=skew_normal; range=beta,12,0.25,beta,4.001093061023925,True,True
night: range,range=beta_constrained,24,0.0,beta_constrained,2.212350290976702,False,True
daily: range; day: mean; night: mean,mean=student_t; range=beta,24,0.5,beta,5.306592709398305,True,True
daily: range; day: mean; night: range,mean=student_t; range=beta,12,0.5,beta,2.010561606207351,True,True
"night: mean, range",mean=skew_normal; range=beta,24,0.0,beta,2.108874731091192,True,True
night: range,range=beta,24,0.25,beta,5.381790782930356,False,True
daily: range; day: mean,mean=student_t; range=beta_constrained,12,0.0,beta_constrained,6.742903517081141,True,True
"daily: mean, range; night: mean",mean=student_t; range=interval_inflated_beta,12,0.25,interval_inflated_beta,5.844113462666452,True,True
"daily: range; night: mean, range",mean=student_t; range=beta,12,0.5,beta,2.0000745984890838,True,True
"daily: mean, range; day: mean",mean=student_t; range=zero_inflated_beta,12,0.25,zero_inflated_beta,6.009637932260887,True,True
"day: mean, range; night: range",mean=skew_normal; range=beta_constrained,24,0.5,beta_constrained,4.016456763631136,True,True
daily: mean; day: mean; night: range,mean=skew_normal; range=zero_inflated_beta,24,0.25,zero_inflated_beta,6.547326552628575,True,True
"daily: mean, range; night: mean",mean=skew_normal; range=interval_inflated_beta,12,0.25,interval_inflated_beta,6.989802583819101,True,True
daily: range; day: mean; night: range,mean=student_t; range=beta_constrained,12,0.5,beta_constrained,2.0211420355076286,True,True
daily: range; day: mean,mean=skew_normal; range=interval_inflated_beta,12,0.25,interval_inflated_beta,4.817780550287005,True,True
daily: range; day: mean,mean=skew_normal; range=beta_constrained,12,0.25,beta_constrained,5.8618617010020815,True,True
night: range,range=beta_constrained,24,0.25,beta_constrained,4.429602736435931,False,True
"day: mean, range; night: range",mean=student_t; range=interval_inflated_beta,12,0.25,interval_inflated_beta,4.798811142940232,True,True
"daily: mean; night: mean, range",mean=student_t; range=interval_inflated_beta,12,0.0,interval_inflated_beta,5.843987234989807,True,True
"daily: mean; night: mean, range",mean=student_t; range=zero_inflated_beta,12,0.0,zero_inflated_beta,6.968471344662986,True,True
"day: mean, range; night: range",mean=skew_normal; range=beta,24,0.5,beta,3.567520402665824,True,True
daily: range; day: mean,mean=skew_normal; range=beta,12,0.25,beta,5.7827090434061885,True,True
"daily: mean; day: mean, range",mean=student_t; range=interval_inflated_beta,12,0.0,interval_inflated_beta,6.5093327945108665,True,True
daily: mean; day: range; night: mean,mean=skew_normal; range=beta,12,0.0,beta,6.511391547813065,True,True
"day: mean, range; night: range",mean=student_t; range=beta,12,0.25,beta,4.564536267918152,True,True
"daily: range; night: mean, range",mean=student_t; range=zero_inflated_beta,12,0.25,zero_inflated_beta,4.718007332922326,True,True
"daily: mean, range; night: mean",mean=student_t; range=beta,12,0.25,beta,6.300050860429876,True,True
"daily: mean, range; night: mean",mean=student_t; range=beta_constrained,12,0.25,beta_constrained,6.382476337426975,True,True
"daily: mean, range; night: mean",mean=skew_normal; range=beta_constrained,12,0.25,beta_constrained,6.792481557369135,True,True
"day: mean, range; night: range",mean=skew_normal; range=beta,12,0.5,beta,2.004931053078118,True,True
"day: mean, range; night: range",mean=skew_normal; range=zero_inflated_beta,12,0.25,zero_inflated_beta,3.5668876947480754,True,True
daily: range; day: mean; night: range,mean=skew_normal; range=zero_inflated_beta,12,0.5,zero_inflated_beta,2.031977824641753,True,True
"day: mean, range; night: range",mean=skew_normal; range=beta_constrained,12,0.5,beta_constrained,2.064297166874694,True,True
"day: mean, range; night: range",mean=student_t; range=beta,24,0.5,beta,4.1596715027010776,True,True
daily: mean; day: mean; night: range,mean=skew_normal; range=interval_inflated_beta,24,0.5,interval_inflated_beta,6.068885082216043,True,True
"day: mean, range; night: mean",mean=skew_normal; range=interval_inflated_beta,24,0.25,interval_inflated_beta,4.413393228384551,True,True
"day: mean, range",mean=skew_normal; range=interval_inflated_beta,24,0.5,interval_inflated_beta,4.053545800018528,True,True
daily: mean; day: mean; night: range,mean=skew_normal; range=beta_constrained,24,0.5,beta_constrained,5.057145808383426,True,True
"day: range; night: mean, range",mean=student_t; range=beta,12,0.5,beta,2.1337965034742674,True,True
"daily: mean, range; night: mean",mean=skew_normal; range=beta,12,0.25,beta,6.720728841393231,True,True
daily: mean; day: mean; night: range,mean=skew_normal; range=beta_constrained,12,0.0,beta_constrained,6.313387799366449,True,True
"daily: range; night: mean, range",mean=skew_normal; range=zero_inflated_beta,12,0.25,zero_inflated_beta,6.38592619939169,True,True
"day: mean, range; night: range",mean=student_t; range=beta_constrained,24,0.5,beta_constrained,3.8359829056979113,True,True
"night: mean, range",mean=skew_normal; range=beta_constrained,24,0.0,beta_constrained,2.0245949392735967,True,True
"day: mean, range; night: range",mean=student_t; range=zero_inflated_beta,24,0.25,zero_inflated_beta,5.444863416919869,True,True
"day: range; night: mean, range",mean=skew_normal; range=interval_inflated_beta,12,0.0,interval_inflated_beta,6.173542145891132,True,True
"day: mean, range; night: mean",mean=student_t; range=interval_inflated_beta,24,0.25,interval_inflated_beta,3.826956570728506,True,True
"day: range; night: mean, range",mean=student_t; range=interval_inflated_beta,12,0.0,interval_inflated_beta,5.792331456182904,True,True
"daily: mean; day: mean, range",mean=skew_normal; range=interval_inflated_beta,12,0.25,interval_inflated_beta,6.189948664838585,True,True
daily: mean; day: mean; night: range,mean=skew_normal; range=beta,24,0.5,beta,5.267472679291557,True,True
daily: mean; day: range; night: mean,mean=student_t; range=beta_constrained,12,0.0,beta_constrained,5.43757679196405,True,True
"day: mean, range; night: range",mean=skew_normal; range=zero_inflated_beta,24,0.25,zero_inflated_beta,3.370988524913652,True,True
daily: mean; day: range; night: mean,mean=student_t; range=beta,12,0.0,beta,5.087169502545679,True,True
"daily: mean; day: mean, range",mean=skew_normal; range=beta,12,0.25,beta,6.135949686813341,True,True
daily: mean; day: mean; night: range,mean=skew_normal; range=beta,12,0.0,beta,6.2307426668653285,True,True
daily: range; day: mean; night: mean,mean=skew_normal; range=beta_constrained,24,0.5,beta_constrained,3.0457435015570296,True,True
"daily: mean; day: mean, range",mean=skew_normal; range=beta_constrained,12,0.25,beta_constrained,6.272765686385049,True,True
daily: range; day: mean,mean=student_t; range=interval_inflated_beta,12,0.25,interval_inflated_beta,5.014994165261997,True,True
daily: range; day: mean,mean=student_t; range=beta_constrained,12,0.25,beta_constrained,5.777232455452093,True,True
"night: mean, range",mean=student_t; range=beta_constrained,24,0.0,beta_constrained,2.0007109057156773,True,True
"night: mean, range",mean=skew_normal; range=interval_inflated_beta,24,0.0,interval_inflated_beta,4.05237961800083,True,True
daily: mean; day: mean; night: range,mean=skew_normal; range=zero_inflated_beta,12,0.0,zero_inflated_beta,6.337826331674833,True,True
daily: mean; day: mean; night: range,mean=skew_normal; range=interval_inflated_beta,12,0.0,interval_inflated_beta,6.289555699391835,True,True
"daily: range; night: mean, range",mean=student_t; range=zero_inflated_beta,12,0.5,zero_inflated_beta,2.000223449431933,True,True
"day: mean, range; night: range",mean=student_t; range=zero_inflated_beta,12,0.25,zero_inflated_beta,3.856324357843493,True,True
daily: range; day: mean; night: mean,mean=skew_normal; range=interval_inflated_beta,24,0.5,interval_inflated_beta,5.521771295962548,True,True
"day: mean, range; night: mean",mean=student_t; range=beta,24,0.25,beta,3.360652399592781,True,True
daily: range; day: mean; night: mean,mean=student_t; range=beta_constrained,24,0.5,beta_constrained,3.938011491705109,True,True
daily: mean; day: mean; night: range,mean=skew_normal; range=zero_inflated_beta,24,0.5,zero_inflated_beta,4.460534434433841,True,True
"day: mean, range; night: range",mean=skew_normal; range=zero_inflated_beta,12,0.5,zero_inflated_beta,2.0422246255970897,True,True
"day: mean, range; night: mean",mean=skew_normal; range=beta,24,0.25,beta,3.786665133356374,True,True
daily: range; day: mean,mean=student_t; range=beta,12,0.25,beta,5.7704989869446415,True,True
daily: mean; day: range; night: mean,mean=skew_normal; range=zero_inflated_beta,12,0.0,zero_inflated_beta,6.326107956175243,True,True
daily: range; day: mean; night: range,mean=student_t; range=zero_inflated_beta,12,0.5,zero_inflated_beta,2.000029415527991,True,True
"day: mean, range",mean=student_t; range=interval_inflated_beta,24,0.5,interval_inflated_beta,3.5936538214591343,True,True
night: range,range=zero_inflated_beta,24,0.25,zero_inflated_beta,7.210855110910193,False,True
"day: mean, range; night: mean",mean=skew_normal; range=beta_constrained,24,0.25,beta_constrained,4.114659334091773,True,True
daily: range; day: mean,mean=skew_normal; range=zero_inflated_beta,12,0.25,zero_inflated_beta,5.724262296172579,True,True
"day: range; night: mean, range",mean=student_t; range=beta_constrained,12,0.25,beta_constrained,4.768191626676769,True,True
"night: mean, range",mean=student_t; range=interval_inflated_beta,24,0.0,interval_inflated_beta,3.6364985089781374,True,True
"daily: mean, range; night: mean",mean=student_t; range=zero_inflated_beta,12,0.25,zero_inflated_beta,6.143362830452755,True,True
"day: range; night: mean, range",mean=student_t; range=interval_inflated_beta,12,0.25,interval_inflated_beta,5.170481600983297,True,True
"daily: mean; day: mean, range",mean=skew_normal; range=zero_inflated_beta,12,0.25,zero_inflated_beta,6.368216933124635,True,True
daily: range; day: mean; night: mean,mean=student_t; range=interval_inflated_beta,24,0.5,interval_inflated_beta,7.320209702734585,True,True
"day: range; night: mean, range",mean=student_t; range=zero_inflated_beta,12,0.5,zero_inflated_beta,2.00332826785229,True,True
"day: mean, range; night: mean",mean=skew_normal; range=zero_inflated_beta,24,0.25,zero_inflated_beta,3.050286665965651,True,True
daily: mean; day: range; night: mean,mean=student_t; range=zero_inflated_beta,12,0.0,zero_inflated_beta,6.0186768548762375,True,True
daily: mean; day: mean; night: range,mean=student_t; range=beta,24,0.5,beta,3.270785054908339,True,True
"day: mean, range; night: range",mean=student_t; range=zero_inflated_beta,12,0.5,zero_inflated_beta,2.012427323328033,True,True
daily: mean; day: mean; night: range,mean=student_t; range=interval_inflated_beta,24,0.5,interval_inflated_beta,4.2760934845105565,True,True
"day: range; night: mean, range",mean=skew_normal; range=interval_inflated_beta,12,0.25,interval_inflated_beta,6.440648590452515,True,True
"day: range; night: mean, range",mean=student_t; range=beta,12,0.25,beta,4.679267804155699,True,True
"daily: mean, range; night: mean",mean=skew_normal; range=zero_inflated_beta,12,0.25,zero_inflated_beta,6.855729056839252,True,True
"day: range; night: mean, range",mean=skew_normal; range=beta_constrained,12,0.25,beta_constrained,5.58489103106566,True,True
"day: mean, range; night: mean",mean=student_t; range=zero_inflated_beta,24,0.25,zero_inflated_beta,3.0609421168784485,True,True
"daily: mean; day: mean, range",mean=skew_normal; range=beta_constrained,12,0.0,beta_constrained,6.219248434912648,True,True
"daily: mean; day: mean, range",mean=skew_normal; range=beta,12,0.0,beta,6.2165241651171455,True,True
"day: range; night: mean, range",mean=skew_normal; range=beta,12,0.25,beta,5.559429770976153,True,True
"daily: mean; day: mean, range",mean=student_t; range=interval_inflated_beta,12,0.25,interval_inflated_beta,5.697494087086007,True,True
"daily: mean; day: mean, range",mean=student_t; range=beta_constrained,12,0.25,beta_constrained,5.914265509509722,True,True
daily: mean; day: mean; night: range,mean=student_t; range=zero_inflated_beta,24,0.5,zero_inflated_beta,2.9315420436799995,True,True
"day: mean, range; night: range",mean=skew_normal; range=zero_inflated_beta,24,0.5,zero_inflated_beta,4.306726196141166,True,True
"daily: mean, range; night: mean",mean=skew_normal; range=beta_constrained,12,0.5,beta_constrained,6.873823375280529,True,True
"day: mean, range; night: range",mean=student_t; range=zero_inflated_beta,24,0.5,zero_inflated_beta,5.000298991817163,True,True
daily: mean; day: mean; night: range,mean=student_t; range=beta_constrained,12,0.0,beta_constrained,6.472033481721267,True,True
"day: mean, range",mean=skew_normal; range=beta_constrained,24,0.5,beta_constrained,5.769076991400577,True,True
daily: mean; day: mean; night: range,mean=student_t; range=interval_inflated_beta,12,0.0,interval_inflated_beta,5.485999256705257,True,True
daily: mean; day: mean; night: range,mean=student_t; range=beta,12,0.0,beta,6.598490758182019,True,True
"daily: mean; day: mean, range",mean=student_t; range=beta,12,0.25,beta,5.974294893923254,True,True
"day: mean; night: mean, range",mean=skew_normal; range=zero_inflated_beta,24,0.0,zero_inflated_beta,2.000002078602023,True,True
day: mean; night: range,mean=student_t; range=zero_inflated_beta,24,0.0,zero_inflated_beta,2.0043240801934687,True,True
"day: mean, range",mean=skew_normal; range=beta,24,0.5,beta,5.794229332365787,True,True
"daily: mean, range; night: mean",mean=skew_normal; range=beta,12,0.5,beta,6.119314477032977,True,True
daily: mean; day: mean; night: range,mean=student_t; range=zero_inflated_beta,12,0.0,zero_inflated_beta,6.956162452582487,True,True
"daily: mean; day: mean, range",mean=student_t; range=zero_inflated_beta,12,0.25,zero_inflated_beta,6.012603902699872,True,True
"day: range; night: mean, range",mean=student_t; range=zero_inflated_beta,12,0.25,zero_inflated_beta,4.271771637221682,True,True
"daily: mean, range; day: mean",mean=skew_normal; range=beta_constrained,12,0.5,beta_constrained,6.073224459457896,True,True
"day: mean, range; night: range",mean=skew_normal; range=interval_inflated_beta,12,0.0,interval_inflated_beta,6.0426461621075145,True,True
daily: range; night: mean,mean=student_t; range=interval_inflated_beta,12,0.25,interval_inflated_beta,5.236435999324772,True,True
"day: mean, range; night: range",mean=student_t; range=interval_inflated_beta,12,0.0,interval_inflated_beta,6.087705442644566,True,True
"day: range; night: mean, range",mean=skew_normal; range=zero_inflated_beta,12,0.25,zero_inflated_beta,6.439180377776867,True,True
"daily: mean; day: mean, range",mean=skew_normal; range=zero_inflated_beta,12,0.0,zero_inflated_beta,6.118559318044079,True,True
"daily: mean, range; day: mean",mean=skew_normal; range=beta,12,0.5,beta,5.593292594510732,True,True
daily: range; day: mean,mean=student_t; range=zero_inflated_beta,12,0.25,zero_inflated_beta,5.637656154632771,True,True
"daily: mean; day: mean, range",mean=student_t; range=beta_constrained,12,0.0,beta_constrained,6.376069825773258,True,True
"daily: mean; day: mean, range",mean=student_t; range=beta,12,0.0,beta,6.336251780840405,True,True
"day: range; night: mean, range",mean=student_t; range=beta_constrained,12,0.0,beta_constrained,5.723447888738482,True,True
"day: mean; night: mean, range",mean=skew_normal; range=beta,24,0.0,beta,2.025292604143043,True,True
"day: mean, range",mean=student_t; range=beta,24,0.5,beta,5.771558222533591,True,True
"day: range; night: mean, range",mean=student_t; range=beta,12,0.0,beta,5.636274162022967,True,True
"night: mean, range",mean=skew_normal; range=interval_inflated_beta,24,0.25,interval_inflated_beta,6.075396452504637,True,True
daily: range; night: mean,mean=skew_normal; range=interval_inflated_beta,12,0.25,interval_inflated_beta,6.167259561384504,True,True
"night: mean, range",mean=student_t; range=interval_inflated_beta,24,0.25,interval_inflated_beta,5.203153214614806,True,True
"day: range; night: mean, range",mean=skew_normal; range=beta_constrained,12,0.0,beta_constrained,5.100728863748772,True,True
"daily: mean; day: mean, range",mean=student_t; range=zero_inflated_beta,12,0.0,zero_inflated_beta,6.495299368855251,True,True
"daily: mean, range; day: mean",mean=skew_normal; range=zero_inflated_beta,12,0.5,zero_inflated_beta,5.780416525360549,True,True
"day: mean; night: mean, range",mean=student_t; range=beta,24,0.0,beta,2.1382576880200084,True,True
"day: mean, range",mean=student_t; range=beta_constrained,24,0.5,beta_constrained,5.686840974105238,True,True
"day: range; night: mean, range",mean=skew_normal; range=beta,12,0.0,beta,6.280575558363561,True,True
"daily: mean, range; night: mean",mean=skew_normal; range=interval_inflated_beta,12,0.5,interval_inflated_beta,6.925199128847746,True,True
"daily: mean, range; night: mean",mean=skew_normal; range=zero_inflated_beta,12,0.5,zero_inflated_beta,5.787472549533803,True,True
daily: mean; day: range; night: mean,mean=skew_normal; range=interval_inflated_beta,12,0.25,interval_inflated_beta,7.18115972683931,True,True
"daily: mean, range; day: mean",mean=student_t; range=beta,12,0.5,beta,5.382302538742777,True,True
"daily: mean, range; day: mean",mean=student_t; range=beta_constrained,12,0.5,beta_constrained,5.448148508260576,True,True
daily: range; night: mean,mean=student_t; range=beta_constrained,12,0.25,beta_constrained,5.620951899710044,True,True
daily: mean; day: range; night: mean,mean=student_t; range=beta_constrained,12,0.25,beta_constrained,6.023170032080863,True,True
"day: mean, range",mean=skew_normal; range=zero_inflated_beta,24,0.5,zero_inflated_beta,6.046682909486676,True,True
daily: range; night: mean,mean=skew_normal; range=beta,12,0.25,beta,6.179625301359174,True,True
daily: mean; day: range; night: mean,mean=skew_normal; range=beta_constrained,12,0.25,beta_constrained,7.292805672496929,True,True
"day: mean; night: mean, range",mean=skew_normal; range=beta_constrained,24,0.0,beta_constrained,2.004352032100932,True,True
"day: mean; night: mean, range",mean=skew_normal; range=interval_inflated_beta,24,0.0,interval_inflated_beta,4.089455407186943,True,True
day: mean; night: range,mean=skew_normal; range=beta,24,0.0,beta,2.1540564533683555,True,True
"daily: mean, range; night: mean",mean=student_t; range=beta,12,0.5,beta,5.356380101986166,True,True
daily: range; night: mean,mean=skew_normal; range=beta_constrained,12,0.25,beta_constrained,6.226336095285092,True,True
"day: range; night: mean, range",mean=student_t; range=zero_inflated_beta,12,0.0,zero_inflated_beta,7.241849059448999,True,True
"daily: mean, range; day: mean",mean=skew_normal; range=interval_inflated_beta,12,0.5,interval_inflated_beta,6.511595467133829,True,True
daily: mean; day: range; night: mean,mean=skew_normal; range=beta_constrained,12,0.5,beta_constrained,7.079440749866944,True,True
"daily: mean; night: mean, range",mean=skew_normal; range=interval_inflated_beta,12,0.5,interval_inflated_beta,6.253907450339987,True,True
"day: mean; night: mean, range",mean=student_t; range=beta_constrained,24,0.0,beta_constrained,2.006235528653604,True,True
"day: mean; night: mean, range",mean=student_t; range=interval_inflated_beta,24,0.0,interval_inflated_beta,2.990996225643361,True,True
daily: mean; day: range; night: mean,mean=skew_normal; range=beta,12,0.5,beta,6.882709303365701,True,True
daily: mean; day: range; night: mean,mean=skew_normal; range=beta,12,0.25,beta,7.403950111800031,True,True
daily: mean; day: mean; night: range,mean=skew_normal; range=interval_inflated_beta,12,0.5,interval_inflated_beta,5.869472411110593,True,True
"daily: mean; day: mean, range",mean=skew_normal; range=beta,12,0.5,beta,5.792973869116525,True,True
"daily: mean, range; night: mean",mean=student_t; range=beta_constrained,12,0.5,beta_constrained,4.61033009304692,True,True
daily: mean; day: mean; night: range,mean=skew_normal; range=beta_constrained,12,0.25,beta_constrained,6.296240366677543,True,True
daily: mean; day: range; night: mean,mean=skew_normal; range=interval_inflated_beta,12,0.5,interval_inflated_beta,7.38009274933737,True,True
daily: mean; day: mean; night: range,mean=skew_normal; range=beta,12,0.25,beta,6.181939983481732,True,True
daily: mean; day: range; night: mean,mean=skew_normal; range=zero_inflated_beta,12,0.25,zero_inflated_beta,7.416269705692757,True,True
daily: mean; day: range; night: mean,mean=student_t; range=zero_inflated_beta,12,0.25,zero_inflated_beta,5.869580445341347,True,True
"daily: mean, range; night: mean",mean=student_t; range=zero_inflated_beta,12,0.5,zero_inflated_beta,5.602058969335296,True,True
"daily: mean, range; day: mean",mean=student_t; range=zero_inflated_beta,12,0.5,zero_inflated_beta,5.0434334466716,True,True
daily: range; day: mean; night: mean,mean=skew_normal; range=zero_inflated_beta,12,0.0,zero_inflated_beta,7.000381835609684,True,True
daily: mean; day: mean; night: range,mean=skew_normal; range=interval_inflated_beta,12,0.25,interval_inflated_beta,6.331155003541508,True,True
"daily: mean; day: mean, range",mean=skew_normal; range=interval_inflated_beta,12,0.5,interval_inflated_beta,6.079703317403859,True,True
daily: mean; day: range; night: mean,mean=skew_normal; range=zero_inflated_beta,12,0.5,zero_inflated_beta,7.204998445241282,True,True
"day: mean, range",mean=skew_normal; range=interval_inflated_beta,12,0.25,interval_inflated_beta,5.137257025508923,True,True
"day: mean, range; night: range",mean=skew_normal; range=beta_constrained,12,0.0,beta_constrained,6.010811184924317,True,True
day: mean; night: range,mean=skew_normal; range=beta_constrained,24,0.0,beta_constrained,2.005694518616512,True,True
"daily: mean; day: mean, range",mean=skew_normal; range=zero_inflated_beta,12,0.5,zero_inflated_beta,5.742599232420991,True,True
daily: range; day: mean; night: mean,mean=student_t; range=zero_inflated_beta,12,0.0,zero_inflated_beta,7.000786115383862,True,True
daily: mean; day: mean; night: range,mean=skew_normal; range=zero_inflated_beta,12,0.25,zero_inflated_beta,6.188222770874878,True,True
"day: mean, range",mean=student_t; range=zero_inflated_beta,24,0.5,zero_inflated_beta,6.021333598358639,True,True
daily: mean; day: mean; night: range,mean=student_t; range=interval_inflated_beta,12,0.5,interval_inflated_beta,5.861720953448061,True,True
day: mean; night: range,mean=skew_normal; range=interval_inflated_beta,24,0.0,interval_inflated_beta,3.3707139787763207,True,True
"day: mean, range",mean=skew_normal; range=beta_constrained,12,0.25,beta_constrained,5.23070910024556,True,True
"daily: mean; day: mean, range",mean=student_t; range=beta_constrained,12,0.5,beta_constrained,5.364676791023848,True,True
day: mean; night: range,mean=student_t; range=interval_inflated_beta,24,0.0,interval_inflated_beta,3.77086563579564,True,True
"daily: mean, range; day: mean",mean=student_t; range=interval_inflated_beta,12,0.5,interval_inflated_beta,5.94988778713799,True,True
"daily: mean; day: mean, range",mean=student_t; range=interval_inflated_beta,12,0.5,interval_inflated_beta,5.773831087397139,True,True
"daily: mean; day: mean, range",mean=student_t; range=beta,12,0.5,beta,5.304584769272546,True,True
daily: mean; day: mean; night: range,mean=student_t; range=beta_constrained,12,0.25,beta_constrained,5.566444290199581,True,True
"daily: mean, range; night: mean",mean=student_t; range=interval_inflated_beta,12,0.5,interval_inflated_beta,5.649640312691566,True,True
"day: mean, range",mean=skew_normal; range=beta,12,0.25,beta,5.410692186262733,True,True
daily: mean; day: range; night: mean,mean=student_t; range=beta_constrained,12,0.5,beta_constrained,5.796063047766269,True,True
"day: mean, range; night: range",mean=skew_normal; range=beta,12,0.0,beta,5.35035471832186,True,True
daily: mean; day: range; night: mean,mean=student_t; range=beta,12,0.5,beta,5.786145268413517,True,True
"night: mean, range",mean=skew_normal; range=beta,24,0.25,beta,4.024197817494993,True,True
"daily: mean; day: mean, range",mean=student_t; range=zero_inflated_beta,12,0.5,zero_inflated_beta,5.611814537266067,True,True
"night: mean, range",mean=student_t; range=beta,24,0.25,beta,4.103474456306108,True,True
"day: mean, range; night: range",mean=skew_normal; range=zero_inflated_beta,12,0.0,zero_inflated_beta,6.577980334110569,True,True
"day: mean, range; night: range",mean=student_t; range=beta_constrained,12,0.0,beta_constrained,5.142398860172136,True,True
daily: range; night: mean,mean=student_t; range=zero_inflated_beta,12,0.25,zero_inflated_beta,5.410095272488394,True,True
day: range; night: mean,mean=student_t; range=interval_inflated_beta,12,0.0,interval_inflated_beta,6.067139202950605,True,True
daily: range; night: mean,mean=skew_normal; range=beta,12,0.5,beta,6.097518414924283,True,True
daily: range; night: mean,mean=skew_normal; range=beta_constrained,12,0.5,beta_constrained,5.531423392900486,True,True
daily: mean; day: range; night: mean,mean=student_t; range=zero_inflated_beta,12,0.5,zero_inflated_beta,5.998431196135355,True,True
"day: mean, range",mean=student_t; range=interval_inflated_beta,12,0.25,interval_inflated_beta,5.34320520688977,True,True
daily: mean; day: mean; night: range,mean=student_t; range=interval_inflated_beta,12,0.25,interval_inflated_beta,5.691310128038745,True,True
daily: mean; day: range; night: mean,mean=student_t; range=interval_inflated_beta,12,0.5,interval_inflated_beta,6.287568679294859,True,True
"day: mean, range; night: range",mean=student_t; range=beta,12,0.0,beta,5.729031236838045,True,True
daily: mean; day: mean; night: range,mean=student_t; range=beta,12,0.25,beta,5.105677855735275,True,True
"night: mean, range",mean=skew_normal; range=beta_constrained,24,0.25,beta_constrained,4.026600284777247,True,True
"night: mean, range",mean=student_t; range=beta_constrained,24,0.25,beta_constrained,4.010909165697006,True,True
"day: mean, range",mean=skew_normal; range=zero_inflated_beta,12,0.25,zero_inflated_beta,5.251742651306064,True,True
"day: mean, range",mean=student_t; range=beta_constrained,12,0.25,beta_constrained,5.430590993199344,True,True
daily: range; day: mean,mean=skew_normal; range=beta_constrained,12,0.5,beta_constrained,4.24856856994095,True,True
"night: mean, range",mean=student_t; range=zero_inflated_beta,24,0.25,zero_inflated_beta,7.536684654113161,True,True
daily: range; night: mean,mean=skew_normal; range=zero_inflated_beta,12,0.25,zero_inflated_beta,6.613677745349964,True,True
daily: range; day: mean,mean=skew_normal; range=beta,12,0.5,beta,4.4618288798883246,True,True
daily: mean; day: mean; night: range,mean=student_t; range=zero_inflated_beta,12,0.25,zero_inflated_beta,4.760678400416103,True,True
"night: mean, range",mean=student_t; range=beta_constrained,24,0.5,beta_constrained,2.585328746954921,True,True
"day: mean, range",mean=student_t; range=beta,12,0.25,beta,5.4979328320910135,True,True
daily: range; day: mean; night: mean,mean=skew_normal; range=beta,12,0.0,beta,6.9983884288375,True,True
"night: mean, range",mean=skew_normal; range=beta,24,0.5,beta,2.709669189016666,True,True
"day: mean, range",mean=student_t; range=zero_inflated_beta,12,0.25,zero_inflated_beta,5.373233373225341,True,True
"daily: mean; night: mean, range",mean=student_t; range=beta_constrained,12,0.25,beta_constrained,5.106684002919213,True,True
"day: mean, range; night: mean",mean=skew_normal; range=interval_inflated_beta,24,0.5,interval_inflated_beta,3.143030122755012,True,True
"daily: mean; night: mean, range",mean=student_t; range=beta,12,0.25,beta,5.030771695585219,True,True
"daily: mean; night: mean, range",mean=skew_normal; range=beta_constrained,12,0.25,beta_constrained,7.176223577387352,True,True
"daily: mean; night: mean, range",mean=student_t; range=interval_inflated_beta,12,0.25,interval_inflated_beta,5.968146578373801,True,True
"daily: mean; night: mean, range",mean=skew_normal; range=beta,12,0.25,beta,6.816646479315585,True,True
daily: range; day: mean,mean=student_t; range=beta_constrained,12,0.5,beta_constrained,4.508338414377157,True,True
daily: range; day: mean,mean=student_t; range=beta,12,0.5,beta,4.4129583253092175,True,True
daily: range; night: mean,mean=skew_normal; range=zero_inflated_beta,12,0.5,zero_inflated_beta,4.994412414431903,True,True
daily: range; night: mean,mean=student_t; range=beta,12,0.5,beta,4.483947620795289,True,True
daily: range; day: mean; night: mean,mean=skew_normal; range=interval_inflated_beta,12,0.0,interval_inflated_beta,6.962892107344718,True,True
"night: mean, range",mean=skew_normal; range=interval_inflated_beta,24,0.5,interval_inflated_beta,4.24211504818643,True,True
"day: mean, range; night: range",mean=student_t; range=zero_inflated_beta,12,0.0,zero_inflated_beta,4.417155867360062,True,True
"night: mean, range",mean=student_t; range=zero_inflated_beta,24,0.5,zero_inflated_beta,2.431995234362562,True,True
"day: mean, range; night: mean",mean=student_t; range=interval_inflated_beta,24,0.5,interval_inflated_beta,3.2851035883470536,True,True
"daily: mean; night: mean, range",mean=student_t; range=zero_inflated_beta,12,0.25,zero_inflated_beta,4.86360748879562,True,True
"daily: mean; night: mean, range",mean=skew_normal; range=interval_inflated_beta,12,0.25,interval_inflated_beta,7.124494083372476,True,True
daily: range; day: mean,mean=skew_normal; range=zero_inflated_beta,12,0.5,zero_inflated_beta,4.124954708199116,True,True
"daily: mean; night: mean, range",mean=skew_normal; range=zero_inflated_beta,12,0.25,zero_inflated_beta,7.109803266632714,True,True
"daily: mean; night: mean, range",mean=skew_normal; range=beta,12,0.5,beta,2.358546025473648,True,True
"daily: mean; night: mean, range",mean=skew_normal; range=beta_constrained,12,0.5,beta_constrained,2.334417730636124,True,True
daily: range; day: mean; night: mean,mean=student_t; range=interval_inflated_beta,12,0.0,interval_inflated_beta,7.001708487753264,True,True
daily: range; night: mean,mean=student_t; range=beta_constrained,12,0.5,beta_constrained,4.053827998218644,True,True
"day: mean, range; night: mean",mean=skew_normal; range=beta,24,0.5,beta,6.212466523096902,True,True
daily: range; night: mean,mean=skew_normal; range=interval_inflated_beta,12,0.5,interval_inflated_beta,6.541019144394128,True,True
"day: mean, range; night: mean",mean=skew_normal; range=beta_constrained,24,0.5,beta_constrained,5.819646618151803,True,True
